N,P,K,temperature,humidity,ph,rainfall,label
123,35,17,25.00026802,78.80042964,6.347235781,91.19705511,cotton
109,46,23,22.02246133,75.52827036,5.774961811,73.48227457,cotton
111,52,22,23.77213574,79.99307224,5.16794957,91.39951085,cotton
138,43,16,25.42707737,82.43283329,5.926170985,85.24028914,cotton
112,36,24,23.83192418,83.97405606,5.900996195,71.90428464,cotton
106,35,19,22.5804361,81.06649496,7.618691917,94.45872928,cotton
115,55,15,23.18697226,79.99534778,7.091519578,88.39593896,cotton
104,37,16,23.34218337,75.94906939,5.92361945,67.83562229,cotton
123,44,17,25.95329794,84.98647923,6.153877597,90.4512682,cotton
111,58,23,23.55824796,80.28451729,5.052702623,90.48637767,cotton
100,47,18,22.46499001,77.54273284,5.197025898,67.73888584,cotton
123,46,16,24.1837829,75.62656598,5.178165024,63.97747082,cotton
135,57,21,22.57483089,84.06896491,7.899810136,80.38564078,cotton
101,54,19,23.74052747,79.0514261,7.889705401,99.55358285,cotton
131,56,23,25.63930734,77.62053792,5.83961306,80.1821104,cotton
108,42,19,22.19395347,82.1349583,7.933888058,81.13879563,cotton
116,60,24,22.43912461,80.62478236,5.190500051,90.60945773,cotton
109,42,22,24.12708496,83.02590351,5.005236806,92.6777437,cotton
130,49,19,25.20957119,83.69339289,6.271240959,83.86809111,cotton
102,39,24,22.20088803,76.89800401,5.711270805,63.87913027,cotton
102,45,19,24.99580296,81.44892693,7.932302851,71.50787272,cotton
135,37,25,23.16961639,84.43638838,6.019622427,70.66887896,cotton
111,54,16,23.56379592,80.908643,7.737082191,82.69656725,cotton
103,38,17,25.11930838,80.02760657,5.246400118,61.74648067,cotton
124,43,16,23.70521611,81.31672391,7.021583259,65.31492785,cotton
106,39,19,25.71133561,79.88292688,7.867417541,89.62980569,cotton
134,36,19,22.57534435,79.58261582,5.09045817,93.92508189,cotton
118,45,21,22.4568769,78.20768417,6.124783387,72.43115994,cotton
118,52,19,22.59222038,77.64757493,7.21394263,60.63741319,cotton
134,60,22,23.47754654,81.13453683,6.893118487,67.43338429,cotton
122,60,16,25.2191243,81.03739128,6.641311545,95.54928253,cotton
116,44,25,24.59680264,80.07871005,5.001783347,95.31278007,cotton
134,48,24,22.86001039,82.28083759,5.453783229,78.49936632,cotton
127,47,15,24.4330673,80.14997049,5.048288872,87.52619835,cotton
125,42,24,22.73301516,81.59703487,6.073386341,92.53514604,cotton
116,35,17,23.50018219,76.32042026,6.859933024,90.70936144,cotton
135,51,19,25.14452733,81.80528159,5.020819093,64.9896985,cotton
139,45,20,24.55152666,82.4694568,6.978156628,98.08478049,cotton
130,39,15,23.23615569,75.19708393,5.851521637,92.17352818,cotton
130,58,20,25.57510286,83.09243635,5.651280045,80.70728394,cotton
135,42,22,24.17869673,76.12513406,5.767398693,79.59837206,cotton
103,55,24,23.50329048,75.6859738,7.492239655,65.37073604,cotton
135,46,23,25.6932866,78.5445679,6.655195921,66.90778764,cotton
122,46,18,22.61169032,80.25778971,6.064629461,62.75751952,cotton
117,52,15,24.66450454,82.5391636,6.751365742,75.73590103,cotton
138,48,21,24.80825233,82.54625213,6.944781406,96.92608067,cotton
122,57,21,22.10254033,75.30853575,7.968444573,63.43321356,cotton
106,41,17,22.36570103,82.25254428,7.480448149,93.83711094,cotton
106,56,24,24.41340582,84.23704889,6.363144115,91.81789084,cotton
134,60,23,24.74979869,80.79765699,7.478320511,71.22246834,cotton
121,54,17,25.54668048,82.82950731,6.701452765,87.91135052,cotton
121,49,21,23.87301287,82.98655012,5.22292395,86.51133238,cotton
117,53,25,22.89814677,81.11088008,7.650608014,67.60080989,cotton
138,52,22,25.30285544,84.74075513,6.030485449,63.1064716,cotton
108,35,17,25.01783015,82.34510811,6.646341213,79.47732065,cotton
136,38,24,22.01696298,81.10256524,6.13513724,85.0928282,cotton
111,40,18,23.98084832,77.50207525,5.668957137,78.75278806,cotton
116,39,18,24.76086002,83.78626297,6.606356497,86.52551389,cotton
103,38,17,22.59228829,84.67196838,6.044504472,83.05691825,cotton
128,41,17,25.48409052,82.29223317,7.403748354,93.2916268,cotton
100,44,15,24.13183231,79.44060592,6.534387978,88.49752766,cotton
114,35,16,23.64915848,80.3763404,6.622344555,95.50486004,cotton
117,39,17,23.00790276,76.72941654,7.249925877,87.17578541,cotton
135,37,20,24.11390861,76.78442934,6.805419192,70.78133107,cotton
137,53,16,22.30336336,79.15446011,7.60361472,95.35095108,cotton
124,41,19,24.17852112,83.9533515,6.411605479,89.17554798,cotton
101,60,18,25.92084331,75.67404511,5.517934324,63.0436391,cotton
117,47,17,22.89945967,76.15347706,7.772256102,81.77945923,cotton
108,53,19,24.30067462,75.77306817,6.338995639,68.2398321,cotton
122,37,25,25.22012038,80.29037088,6.626559047,75.11429199,cotton
105,60,20,24.64592759,80.56773511,5.755419528,90.21363425,cotton
130,52,24,25.68731817,79.75451387,5.001834325,87.59792064,cotton
107,39,22,23.46524706,78.20733261,7.417106478,67.83321567,cotton
102,56,22,23.52960834,75.56649688,6.94757343,80.36182594,cotton
134,46,16,22.34064196,81.17444692,5.696375531,91.82590014,cotton
106,43,24,23.45365703,75.11403197,7.74095938,79.71081956,cotton
106,37,17,25.82453064,84.73093387,7.771009444,69.89665941,cotton
116,44,21,25.33119459,81.69580527,6.777692508,80.2193651,cotton
119,52,25,24.8432177,81.61272363,5.342302681,96.71200999,cotton
127,37,16,25.50337573,84.7481088,7.94287417,65.56294608,cotton
122,53,15,25.89587599,75.08643301,5.583719839,77.9684931,cotton
131,51,16,22.34880923,80.26940781,6.097067622,67.02954999,cotton
123,44,18,24.58754292,76.83265195,5.52325778,62.44261764,cotton
113,60,16,22.99312255,80.45059389,5.370758715,67.24241146,cotton
129,58,15,22.95458922,82.27813234,5.936004855,94.69928602,cotton
127,49,18,23.84000901,77.35261845,6.739813451,61.78086386,cotton
123,60,24,25.04296673,76.93997674,5.858230448,60.31405235,cotton
102,43,17,23.28627314,83.63322356,7.551630816,96.59175637,cotton
127,60,22,22.98788252,75.34015584,7.334537301,95.80341395,cotton
135,56,15,25.97722744,81.56787142,6.567015034,70.31281185,cotton
106,47,20,23.0498196,82.39913922,6.497806016,80.06466056,cotton
126,43,25,25.90319155,81.65178363,6.505712604,95.10358159,cotton
107,39,25,23.84400722,81.86080312,7.525719171,79.27157625,cotton
136,47,18,25.68764033,83.82529593,5.522862249,81.57245924,cotton
139,46,23,24.23274765,79.24677067,6.594243278,92.92811057,cotton
121,54,24,25.95143424,80.45418187,6.025261465,68.29760717,cotton
132,43,17,25.41123459,78.93677148,7.479899395,62.23472415,cotton
126,51,20,25.54950889,77.71725322,5.827136096,89.3579627,cotton
100,36,19,24.90359431,75.12617936,6.611600083,85.6524815,cotton
110,41,21,25.95291258,75.03093879,7.942711053,63.99124945,cotton
137,56,19,24.2268838,81.84941001,5.514871942,60.99855126,cotton
106,55,15,24.42371606,82.09399841,6.565981281,63.6597655,cotton
107,42,19,23.8914402,75.86354763,6.047579558,70.2255751,cotton
112,54,15,24.52051382,82.3011745,6.280914328,77.41424987,cotton
133,38,15,23.71744364,77.14901271,5.853507222,83.27544511,cotton
127,51,16,22.19822291,76.58692224,7.48798924,81.82549603,cotton
132,42,17,25.20065896,75.31507789,7.259184096,78.26135934,cotton
121,55,19,24.50209139,75.46639964,6.299821504,67.26405244,cotton
134,35,18,25.41925641,80.32716121,7.793172303,85.50629909,cotton
107,49,17,23.49975905,82.66715962,7.72347616,70.92951532,cotton
138,42,19,25.44562431,77.69751295,5.01392809,88.08690635,cotton
137,41,16,23.68058205,84.26198291,6.511234195,98.41545391,cotton
101,41,18,24.4975431,81.95566144,6.983528259,67.73979252,cotton
132,36,20,24.03376068,79.00727526,5.605569336,68.99120445,cotton
119,45,18,25.58862778,82.13043691,7.362389917,89.13177039,cotton
119,50,25,23.19207459,84.17693634,7.311661552,98.89990645,cotton
139,55,24,22.41628616,79.0128566,5.051619582,88.62105758,cotton
122,37,19,24.39825468,84.03801123,5.09226052,85.45376626,cotton
124,40,16,22.57575575,78.21168743,6.451685735,99.14790049,cotton
110,44,22,25.24381244,76.91825027,6.224125078,79.99703765,cotton
136,47,18,22.68983702,76.3798875,7.656049527,91.1452537,cotton
138,52,23,24.25948527,83.98206595,7.655903124,94.98662095,cotton
124,40,22,23.46573163,76.4969633,5.15147909,81.543649,cotton
122,39,24,25.92244843,84.34714835,5.757363483,98.8185927,cotton
130,58,19,22.12541235,80.91876955,6.068477375,92.31639348,cotton
138,44,23,22.77455093,81.84532285,7.389755843,79.08016314,cotton
108,51,19,25.35408895,75.26254711,5.674753217,93.69691221,cotton
76,36,39,24.40427988,70.21320387,7.714060043,162.9956477,jute
93,43,44,24.93759556,76.6908791,7.315671661,184.6797034,jute
74,42,40,24.05421974,87.76071223,7.489985456,177.3553123,jute
61,52,38,25.77738238,89.66572243,6.172804424,199.7924372,jute
67,45,45,23.36817534,75.1046869,6.329291513,151.5498378,jute
79,57,36,26.05289487,86.65498967,6.569512922,173.758452,jute
75,55,37,26.36598252,89.19534453,6.174970591,197.9812746,jute
69,39,45,23.88869877,75.19561803,7.003170204,158.3137164,jute
72,39,45,24.08380873,72.248174,6.993219307,198.1395783,jute
61,42,38,26.02912607,70.92446395,7.108687821,197.158459,jute
91,40,42,25.68545945,73.01984815,6.158906379,163.3950637,jute
95,57,44,26.71495584,72.64188369,7.481232711,190.133277,jute
63,35,40,24.34567397,70.10421608,6.487741298,192.5405209,jute
80,38,37,23.89208932,78.79255016,6.406080217,150.3725935,jute
91,52,44,26.46075365,85.11340078,7.017842146,164.5089107,jute
70,40,42,26.84559255,84.9135928,6.244082446,181.9192504,jute
97,53,35,23.71581785,78.32754653,7.471281432,189.892699,jute
82,55,40,24.13098883,86.91009763,6.306448851,188.6089374,jute
94,35,40,26.02895163,87.25389516,6.016401181,196.982353,jute
62,37,39,23.70032567,74.80824298,7.301236775,179.1438063,jute
81,43,36,25.96041681,86.59453044,7.055895598,159.9838491,jute
81,38,41,24.36101005,84.51399716,6.872112694,188.2075541,jute
67,42,37,26.66653697,77.56587513,6.852839078,194.1630624,jute
96,55,35,26.54929069,80.53655908,7.153917626,154.1223991,jute
65,57,44,23.20598673,87.62431317,7.267709522,154.7189133,jute
72,52,45,23.15297607,81.32091422,6.38276644,150.5027115,jute
89,54,42,24.9146093,78.58346579,7.747504657,192.0176124,jute
66,51,43,23.55016667,73.77363864,6.484082209,153.6892179,jute
93,50,41,24.37071414,86.07762367,7.921359564,153.312165,jute
88,53,42,24.89041834,81.22096233,7.672414062,184.9903097,jute
61,36,39,24.90512049,75.58618082,7.893224858,185.536148,jute
71,44,35,23.01179983,82.76496942,6.73994053,188.7657586,jute
61,48,35,24.50183855,70.42618065,7.422384896,180.3396555,jute
97,54,42,23.64104571,77.68124919,7.038771158,161.9933059,jute
92,37,45,25.9539778,74.70114791,6.979555779,192.8776113,jute
78,45,36,24.39069199,72.84246858,7.240717345,196.0698397,jute
60,49,36,23.7055621,84.54497687,7.293189381,189.4963829,jute
97,58,45,26.65031413,70.80752057,7.518483285,185.8525994,jute
86,41,39,26.25920743,78.25481374,6.620035715,152.3547639,jute
89,49,39,26.69820561,71.77495423,7.810155058,175.280087,jute
61,36,40,26.84336893,77.66353064,6.333680921,169.9208045,jute
81,38,43,26.53574303,80.22001007,7.431004102,179.3003274,jute
79,39,43,26.12138568,83.80681675,6.699337908,195.4699945,jute
79,39,42,23.7434199,85.22630822,6.537499637,181.9868989,jute
68,57,45,24.8118549,80.39619853,7.204625989,155.3518793,jute
74,44,35,23.13084414,80.50566774,6.367511111,187.4450095,jute
85,49,36,23.15492391,70.82227076,6.067412601,176.2504357,jute
89,49,45,23.95311156,88.85857853,7.480729634,182.2515139,jute
97,60,35,25.18839617,83.64113693,6.250410191,196.2014293,jute
92,45,44,25.9622953,75.46989642,7.203130203,195.5684881,jute
96,37,37,26.37527143,73.91940234,7.164776328,183.2713742,jute
64,49,39,25.83915555,88.36414524,7.635521137,184.1844609,jute
84,36,44,23.90037229,73.73205105,6.464943617,190.9001503,jute
97,38,38,23.33919608,74.21548111,6.409869102,193.294492,jute
64,39,38,25.8912238,78.21307421,6.284866776,190.9054866,jute
82,39,35,26.46549823,85.4078637,7.710409325,164.8428869,jute
99,55,37,26.1086453,86.21865456,6.436605039,161.3044585,jute
60,47,35,24.08808345,87.29520476,6.757265449,180.3731943,jute
97,56,44,23.10258192,85.60754031,7.383858781,157.8386735,jute
61,49,39,25.00809708,85.17860366,7.085105647,184.1162515,jute
69,50,42,26.93302101,82.68426633,7.841719811,191.9983862,jute
78,46,44,23.09952114,84.56456778,6.517521112,153.199168,jute
94,50,42,24.03973995,71.95307579,7.757660589,168.6236688,jute
62,36,39,25.52688644,88.39979492,7.393792208,195.0315981,jute
98,45,37,23.19236242,73.27231708,7.118726196,184.0795109,jute
75,51,45,23.55372957,87.05841364,6.435144515,183.7941262,jute
77,57,38,24.58669939,79.95927808,6.407937173,159.8775163,jute
75,44,45,25.4053682,79.05503282,7.302412249,155.1039551,jute
77,56,35,25.60724786,77.57105457,6.729971963,178.0018615,jute
84,44,35,23.76363558,86.00048615,7.578412518,175.9092707,jute
87,43,41,26.58796444,87.117109,7.155474996,169.2988266,jute
87,59,40,25.21726475,75.02185526,7.890831185,151.2064985,jute
91,42,39,23.56916304,83.3614255,6.532868172,172.9680011,jute
65,35,44,26.46982501,83.55819349,7.765322599,196.4487447,jute
66,36,44,23.01197317,80.79713377,6.551474473,192.6003178,jute
90,38,43,24.21337009,76.43349279,7.44657512,194.088365,jute
100,40,42,23.99582162,87.13460132,6.132641733,165.4228384,jute
93,57,44,23.25495739,85.88199823,7.000520816,163.4485386,jute
91,48,42,24.67456871,71.30987833,7.810959217,155.5099317,jute
98,41,45,26.21829889,80.13071324,7.904740764,177.9722852,jute
78,47,38,23.58409234,81.42322596,6.281583191,158.7689307,jute
68,54,40,23.62134958,73.59858218,6.389284674,157.55927,jute
64,46,39,25.67721372,89.60096828,7.837506181,186.6665533,jute
73,55,39,25.47658266,87.34770062,7.914990785,150.8890518,jute
89,51,42,25.13940237,75.77301031,7.226493668,193.4107492,jute
79,49,41,23.67373039,82.6019097,7.698799823,170.1266328,jute
64,49,35,25.09809435,72.05393605,7.160634391,156.4481609,jute
87,41,43,24.78145267,88.1957345,6.353469401,176.355613,jute
71,50,41,25.54127623,77.62812421,7.293992491,197.9375274,jute
92,38,38,23.66151121,85.24946618,6.95300491,159.0481258,jute
93,50,44,24.50018015,74.364821,6.693992806,170.7501633,jute
76,43,44,24.87113867,87.72203254,6.92708753,164.1297916,jute
87,38,35,26.14830578,74.95150499,6.298676479,187.7762029,jute
68,56,45,24.53565601,85.0695521,7.338077918,183.7614633,jute
83,52,42,26.96587817,70.43349688,6.310400858,158.0983898,jute
71,56,37,25.80103842,76.59088686,7.248866351,176.6005677,jute
65,60,35,24.72677465,80.92956518,6.06528183,168.6483178,jute
85,39,42,24.53602836,74.0140178,6.519957539,188.4706264,jute
85,39,42,26.30606324,88.10880318,7.498261238,199.3805185,jute
83,56,37,24.6565696,81.8009134,7.455771531,173.0781612,jute
80,45,41,24.03523616,71.27153959,6.901810574,155.9608057,jute
70,44,36,25.21855567,89.58901236,7.288758551,180.1310703,jute
62,59,37,26.78834558,78.62404952,7.86977724,156.5852401,jute
97,51,40,26.47796773,73.14486562,7.731171482,180.1054501,jute
65,43,36,25.97912936,72.58788462,7.480948102,196.3759179,jute
70,50,43,23.36935616,87.73761583,6.863709487,171.872937,jute
87,51,35,23.45250236,71.42446051,6.298717132,188.1195004,jute
84,44,43,25.2154126,89.2023082,7.978115293,173.6155336,jute
88,46,40,24.85462558,70.14377142,6.216464709,162.8070182,jute
93,50,41,26.7978824,83.15631794,6.68460107,169.445157,jute
61,60,36,25.44904157,72.50444142,6.411798314,162.9611741,jute
91,53,41,26.75234668,89.52638522,6.143280561,172.8571327,jute
99,57,35,23.84649971,71.76881535,6.927752344,168.7843204,jute
68,48,45,26.69880275,80.58220337,7.386169431,175.024823,jute
86,56,36,25.04141483,83.33269276,7.043986262,158.1538069,jute
62,57,39,25.64130633,72.5249445,6.573224693,176.7772196,jute
80,38,39,23.77015522,70.40519557,6.150828773,167.7487809,jute
69,58,38,24.76454973,89.18512948,6.311106133,172.0393238,jute
67,35,35,23.73028424,70.43506616,6.288337102,178.486502,jute
60,35,43,23.39772205,73.77756721,7.403389186,178.6917721,jute
66,44,44,26.61393763,85.67945359,7.16871572,158.5022214,jute
85,46,39,23.56932453,82.1912953,7.303580759,159.4469386,jute
66,60,40,24.89626163,82.42813919,7.56914131,191.0310271,jute
94,49,36,25.17701931,78.2321289,6.940589927,194.2017954,jute
76,42,35,23.06549792,76.62826638,6.437711993,195.1314584,jute
68,38,44,26.22570312,70.29637026,6.581957031,153.9721503,jute
89,39,44,26.89312108,85.60637887,7.154688275,172.1671438,jute
96,45,35,26.43214846,87.52213059,7.669197906,167.0249845,jute
63,49,39,23.1908582,80.70064665,7.623271717,152.0770224,jute
99,57,37,26.29027578,73.74805122,6.802177152,187.9778159,jute
62,44,40,26.80573213,76.02275415,6.591012485,160.6669423,jute
67,44,38,25.0080477,79.01109056,6.008015169,185.2189609,jute
84,42,45,24.13880565,78.9582042,7.522257604,160.4257616,jute
94,56,39,26.20804725,78.49211972,7.441138169,194.9769046,jute
78,51,40,24.67819442,81.82409737,6.335441513,160.9945164,jute
70,40,45,24.3409224,85.9037378,6.592704054,156.2019351,jute
63,52,39,25.15510112,81.01987753,7.023354874,199.111269,jute
74,52,40,23.09123123,83.62843554,6.643655416,184.8029802,jute
100,44,44,25.65856673,72.44058686,6.505273201,184.5666785,jute
77,38,45,25.52292099,71.74921767,6.966060758,177.5650397,jute
84,39,43,24.36236198,81.68946785,6.764727549,172.1053961,jute
74,50,45,24.8961879,77.61280385,7.536037206,169.6282411,jute
68,38,42,26.5996507,72.74518522,7.298616109,167.9893236,jute
75,59,45,25.17236902,89.82938421,7.779131923,151.5581924,jute
84,38,36,24.63003442,71.39603567,6.464404116,189.6346506,jute
61,44,38,26.48967774,87.05520916,7.860211012,153.0382675,jute
62,51,35,25.9202834,79.30829906,7.074134474,173.0765891,jute
67,50,36,26.85878606,79.78733957,6.894467411,175.330543,jute
100,42,41,24.80094032,83.7839716,6.744926534,176.1722074,jute
64,59,42,23.9460562,72.83323129,7.772654112,171.7713392,jute
90,57,36,25.27910198,70.3382527,7.37469797,155.7647492,jute
97,57,44,24.61990245,84.19029011,7.531397752,169.8287882,jute
85,60,38,23.2958489,73.79417715,7.000952615,155.4315683,jute
64,37,42,24.12260085,85.77132302,6.806534472,173.8986965,jute
66,40,35,25.53878614,89.99982902,7.688243665,179.7567891,jute
62,57,39,24.21701414,70.12548387,7.827604908,171.3233512,jute
87,50,38,26.42030769,87.91811869,7.588598072,176.5860183,jute
89,53,41,26.60302345,81.32939927,7.694179662,174.8958144,jute
77,49,42,25.01147664,77.6371832,7.493954575,169.8468923,jute
91,37,39,25.02904572,88.71946454,7.297752147,197.3242553,jute
81,51,45,25.87753433,86.01814131,6.170200397,175.7841726,jute
79,40,39,24.78990981,86.96619874,7.981655652,165.3182535,jute
78,42,41,26.01259777,73.34599673,6.379870759,152.7544437,jute
71,37,45,26.26348573,72.74842159,7.871291988,188.6951332,jute
75,41,43,25.21206028,84.25425502,6.134512377,196.7750595,jute
75,44,45,26.45464383,70.90849177,7.446681664,161.8045143,jute
88,35,44,24.23106469,84.5412502,6.990833876,162.7934937,jute
84,38,39,25.41625787,75.63672145,7.132317239,178.0813933,jute
97,49,43,26.74283233,75.03680255,6.079892603,173.9951859,jute
90,53,36,23.61005553,86.61816972,6.979511626,186.6611327,jute
92,41,37,25.69585987,84.76774839,6.397101309,188.3678199,jute
65,52,42,26.93133194,77.75405732,7.206205218,176.6774636,jute
77,37,37,26.65373743,83.47771111,7.998404276,176.7774821,jute
97,60,38,23.1793683,74.16682366,7.16983435,151.9432921,jute
61,51,45,26.59822279,85.03267042,7.648242625,170.5004178,jute
76,54,38,24.82086901,83.48346879,7.722458112,164.8726845,jute
88,46,35,25.11444912,79.51344687,7.090101479,154.4187892,jute
77,35,39,24.06816395,82.81916142,7.741762575,175.9066488,jute
66,51,43,25.7862588,88.11837632,6.736660816,172.3808376,jute
84,51,38,25.77328101,73.58153334,7.19722886,158.7461212,jute
91,58,36,25.91184636,81.70626685,6.198315738,159.3900743,jute
88,37,37,24.43711676,74.87565679,7.591873083,168.4708526,jute
72,38,44,23.00780332,76.22962496,7.960532977,169.6966716,jute
79,51,37,24.18243345,85.06909067,7.815925472,186.327969,jute
70,43,43,26.0264946,76.38771537,6.323564783,154.3069195,jute
63,41,40,23.05283089,84.30893991,6.450042221,182.7861359,jute
62,43,35,26.05504423,79.18637618,6.204441986,153.4492766,jute
95,52,42,25.02232697,88.06535166,7.300679339,181.8162541,jute
92,37,35,26.03123115,89.76336469,6.549324404,155.7334318,jute
61,53,43,26.4498196,78.14209523,7.076341008,150.3990081,jute
62,46,39,26.32109657,89.93390523,7.993914993,164.5807123,jute
72,47,38,23.44019069,75.95278565,6.302690411,152.6959209,jute
78,38,39,23.38584467,79.73637916,6.760731887,176.727072,jute
72,41,40,24.71626292,78.09654845,7.175514826,187.8080949,jute
91,48,45,26.40183077,76.77409463,6.74439725,170.2077558,jute
93,58,45,23.98320961,82.7972993,6.581780797,157.451577,jute
73,55,44,26.80802744,70.0793065,7.814205688,162.884024,jute
63,39,42,23.28249586,77.5799091,7.218166174,196.8785512,jute
67,44,45,25.70871223,75.45139826,7.501561556,193.6858526,jute
70,37,43,23.29769755,81.25498471,6.117540121,152.8411002,jute
91,24,33,24.38923584,63.36713963,6.713765572,131.1164483,coffee
93,34,31,25.00713467,62.69455245,7.992323365,148.6140941,coffee
87,39,26,24.28783783,69.55343814,7.682740119,131.5156643,coffee
109,30,26,23.94780239,56.89738005,6.94154125,116.8257931,coffee
96,26,34,23.07970523,69.2035921,7.997748898,140.6408914,coffee
98,31,25,26.4950315,55.91794994,7.299865226,183.9141901,coffee
118,19,25,24.91038357,64.48403992,7.368591307,189.591309,coffee
96,27,25,23.33768952,52.05373776,7.215805348,137.0051425,coffee
103,18,31,26.19878355,56.75313373,6.8550597,194.6916587,coffee
93,27,27,26.63193936,60.92208733,7.055572106,130.0285547,coffee
90,36,29,26.31025231,58.59674386,6.941779896,122.0570605,coffee
118,17,31,26.96447906,53.93441775,7.855809963,128.1466517,coffee
91,21,25,27.06831557,65.11269235,6.419331204,134.6528856,coffee
88,38,27,25.73696609,50.90093318,7.054589967,178.6689881,coffee
109,33,32,24.54435296,60.13695016,7.720490056,150.4097336,coffee
91,17,31,26.61684158,54.37151588,6.403885856,163.6021103,coffee
97,31,27,26.12237414,63.81836101,6.64167343,144.5005238,coffee
107,33,29,23.67320439,65.22365415,7.498626755,168.135615,coffee
116,38,34,25.24210464,52.81561655,6.595132171,126.2261189,coffee
89,22,35,25.94175508,50.78479571,6.611529791,194.3277795,coffee
112,34,25,26.51324374,66.6275106,7.007543825,191.2872977,coffee
111,31,29,26.89886222,66.05094986,7.988501106,116.5182678,coffee
114,22,31,27.58877374,53.57615034,6.788988983,190.3584281,coffee
98,20,26,25.66017503,52.43633744,7.011309521,144.2891354,coffee
105,23,27,24.14609204,51.09496736,7.791316649,154.3708885,coffee
96,22,33,25.01424094,67.82623367,6.763885173,134.8394021,coffee
96,20,25,27.79711369,55.24607766,7.349440043,137.5932217,coffee
113,15,26,26.16659382,59.99588381,6.298998735,142.2956099,coffee
111,38,27,25.10189675,60.05898313,6.223899999,187.1338793,coffee
106,28,33,25.65618676,61.42935888,6.714083588,132.6961121,coffee
114,21,33,27.24513363,62.88389058,7.146618755,128.9785205,coffee
114,18,32,26.97531436,67.86583294,6.880234735,174.7024851,coffee
85,17,32,25.13137738,62.66215093,7.131705817,156.5390856,coffee
102,17,28,25.53049659,55.40523615,6.937989943,179.8737936,coffee
97,19,26,24.3915411,62.37329992,7.278647106,127.3373592,coffee
106,38,35,23.2468009,56.96684412,7.154163854,198.8768196,coffee
118,40,27,25.98194565,55.11707438,6.453593431,155.2209328,coffee
84,35,35,24.29268768,60.31516725,6.414984948,136.4171316,coffee
104,18,26,27.14074348,50.7370968,7.002048939,138.488251,coffee
89,33,30,24.35674955,68.41193852,6.7852507,161.9489946,coffee
102,17,26,23.58525799,60.90926383,7.803471267,183.0150943,coffee
107,23,26,23.51813066,53.76922093,6.093036017,155.4300508,coffee
119,35,35,24.22275457,53.65524187,7.020213033,160.8263212,coffee
115,17,35,24.16530088,61.31303239,7.349864886,131.1538768,coffee
84,18,25,27.94053781,58.38144313,6.531767803,157.7336594,coffee
90,16,28,23.79403329,58.83492888,6.435466928,156.8554907,coffee
95,26,27,25.74992562,59.93879842,7.514557402,127.9835625,coffee
94,25,27,24.93860367,57.65665121,6.628627429,166.6123646,coffee
98,26,25,27.96639451,50.46060108,7.849518868,179.6994879,coffee
86,23,35,27.20857107,56.79160968,6.924884887,122.3058255,coffee
83,32,34,27.72315829,65.40947166,6.231921147,196.054078,coffee
91,30,34,26.87412262,68.49095189,7.739870851,161.9156285,coffee
113,39,33,27.78512154,56.44026027,7.990850772,175.0022278,coffee
108,35,32,26.99054777,61.67556049,6.410665653,189.6923229,coffee
82,21,31,24.70807589,59.79432123,6.618893617,130.5703349,coffee
84,17,34,23.13368601,57.33051318,7.973669969,135.3062209,coffee
91,25,26,26.51073998,54.09476888,7.932312388,156.4352868,coffee
98,19,30,25.10040883,62.76170538,7.040819728,152.469168,coffee
98,15,30,24.89967509,61.81851357,6.818805065,145.1191603,coffee
117,35,28,27.69411409,64.03702094,6.260453782,170.3546764,coffee
106,38,29,25.53828284,64.24495976,7.713925538,163.2255443,coffee
104,31,32,27.91596598,61.0379247,7.126555243,165.266139,coffee
111,37,26,24.71543638,58.24558371,6.270389383,136.6853422,coffee
112,28,33,24.70549195,54.70379488,6.168863667,144.6960002,coffee
103,30,31,24.7005223,66.15038008,7.734343813,125.1476239,coffee
107,36,25,23.38810856,50.10741073,7.438303365,141.2819419,coffee
112,24,28,27.24458571,54.94424548,6.805282916,123.1983926,coffee
82,27,30,27.09358119,53.23049994,7.205348017,167.7900745,coffee
99,18,32,24.98503598,54.58104613,7.900772735,120.0449328,coffee
105,38,34,26.65087405,55.72454881,6.581211538,121.923083,coffee
108,25,31,23.12932807,58.57313003,7.506107838,132.714488,coffee
84,15,25,24.71450683,62.36544954,7.87257754,134.7541919,coffee
120,40,26,25.52966548,56.36815997,6.034016583,180.4605654,coffee
86,29,29,24.54981424,60.47704527,7.560166698,165.1490502,coffee
103,30,32,26.02890112,64.51534768,6.221734684,148.2842082,coffee
102,16,27,25.12835757,58.88112234,7.503944123,126.1312713,coffee
97,33,28,26.33618536,63.23303315,7.41250172,194.9715999,coffee
94,18,35,26.05069698,63.7951248,7.609694436,129.3248274,coffee
111,31,29,25.96671353,53.01505344,6.091025273,137.5000877,coffee
115,35,34,25.30845365,63.79442296,6.280479921,169.761361,coffee
85,40,31,25.65198299,61.31602809,7.096766655,121.1839247,coffee
99,18,30,26.13553916,57.88383152,6.229698941,132.0815828,coffee
81,24,32,24.39848702,64.40842378,7.362338198,182.0349609,coffee
94,34,28,24.72018052,58.1608687,6.338331767,137.2314058,coffee
104,35,30,23.08214378,54.89484849,6.302771411,149.0684075,coffee
82,35,30,26.79379929,65.36787337,7.396097383,163.860204,coffee
108,26,25,23.2261423,56.68548183,6.762454808,122.8285872,coffee
117,16,35,24.06936661,64.57485666,6.54155061,169.2553755,coffee
119,24,26,26.853064,66.4755247,7.364433969,152.8974868,coffee
91,28,27,24.90099702,60.1891882,6.794068132,178.6016834,coffee
98,23,25,27.90280977,57.29392355,7.90895555,176.862067,coffee
